TITLE="mean" 
Variables="X","Y","Z","VX","VY","VZ"
ZONE T="0", I=289, J=214, SOLUTIONTIME=0
-3.84938 -13.523 35.0 251.338445445 -7.51105898153 3.81705558474
-3.51597 -13.523 35.0 251.501652653 -7.22682016146 3.60498748689
-3.18255 -13.523 35.0 251.439697698 -6.71526821832 3.42959868213
-2.84914 -13.523 35.0 251.437287287 -6.67123404729 3.40085599129
-2.51572 -13.523 35.0 251.517153153 -6.70365313483 3.48662945696
-2.18231 -13.523 35.0 251.55842042 -6.95733671711 3.60470500781
-1.8489 -13.523 35.0 251.643626627 -7.16506253373 3.622073613
-1.51548 -13.523 35.0 251.670198198 -7.14140626945 3.5519827338
-1.18207 -13.523 35.0 251.69066967 -7.08269857026 3.43822911259
-0.848655 -13.523 35.0 251.77934034 -6.90301208138 3.39744979109
-0.515241 -13.523 35.0 251.731782783 -6.88177076096 3.41643384954
-0.181828 -13.523 35.0 251.76568969 -6.91366831281 3.43107832069
0.151586 -13.523 35.0 251.797935936 -7.2562651023 3.55360753804
0.485 -13.523 35.0 251.743206206 -7.28799903233 3.56267809229
0.818414 -13.523 35.0 251.87421021 -7.20717473954 3.55870365716
1.15183 -13.523 35.0 251.97672973 -7.09975379209 3.44734354414
1.48524 -13.523 35.0 251.908128128 -6.59656778869 3.38675711086
1.81866 -13.523 35.0 252.061892893 -6.46653698605 3.37700993634
2.15207 -13.523 35.0 252.038833834 -6.74688434304 3.34180234592
2.48548 -13.523 35.0 252.001001001 -6.81989156697 3.56380759129
2.8189 -13.523 35.0 252.082881882 -6.99975933311 3.61187726503
3.15231 -13.523 35.0 251.975436436 -7.1040233838 3.5409234995
3.48572 -13.523 35.0 252.095243243 -6.89516372693 3.39396154942
3.81914 -13.523 35.0 252.150142142 -6.68665415065 3.20839729555
4.15255 -13.523 35.0 252.159148148 -6.8869189788 3.20548805651
4.48597 -13.523 35.0 252.262858859 -6.94698542864 3.16607212222
4.81938 -13.523 35.0 252.292893894 -7.06593901926 3.34734767457
5.15279 -13.523 35.0 252.278865866 -7.1707942001 3.47437010601
5.48621 -13.523 35.0 252.341877878 -7.08561248939 3.50410473867
5.81962 -13.523 35.0 252.265157157 -6.71710796647 3.34497016941
6.15303 -13.523 35.0 252.473234234 -6.51926118519 3.23806742112
6.48645 -13.523 35.0 252.433494494 -6.41308886967 3.2512676995
6.81986 -13.523 35.0 252.335805806 -6.3584807033 3.26394638202
7.15328 -13.523 35.0 252.532694695 -6.59555442252 3.4025692918
7.48669 -13.523 35.0 252.540873874 -6.83384647848 3.5640983027
7.8201 -13.523 35.0 252.591740741 -6.90020195996 3.42424022212
8.15352 -13.523 35.0 252.705168168 -6.71940589389 3.32221882382
8.48693 -13.523 35.0 252.53371972 -6.71859148498 3.09142651296
8.82034 -13.523 35.0 252.715496496 -6.65244271215 3.06614527619
9.15376 -13.523 35.0 252.783217217 -6.77064268429 3.1392326507
9.48717 -13.523 35.0 252.722790791 -7.04837262953 3.35762604105
9.82059 -13.523 35.0 252.88073974 -7.15133126186 3.4825404122
10.154 -13.523 35.0 252.891695696 -7.05045264845 3.34941955911
10.4874 -13.523 35.0 252.791753754 -6.76631512192 3.26701582218
10.8208 -13.523 35.0 253.050713714 -6.61672303574 2.99535082943
11.1542 -13.523 35.0 252.930916917 -6.3180046345 2.96614036777
11.4877 -13.523 35.0 252.987128128 -6.35018192643 3.23008201001
11.8211 -13.523 35.0 253.005737738 -6.64701544484 3.40269927848
12.1545 -13.523 35.0 252.872722723 -6.83585444864 3.40898400141
12.4879 -13.523 35.0 253.071724725 -6.78093679143 3.34664009268
12.8213 -13.523 35.0 253.203445445 -6.59681066405 3.2905745032
13.1547 -13.523 35.0 253.078795796 -6.47126490571 3.08981967668
13.4881 -13.523 35.0 253.254565566 -6.47670777761 3.08720771632
13.8216 -13.523 35.0 253.201877878 -6.62028287932 3.13558410531
14.155 -13.523 35.0 253.201676677 -6.83989445105 3.11594098157
14.4884 -13.523 35.0 253.291477477 -6.80358122693 3.2028041728
14.8218 -13.523 35.0 253.240513514 -6.76175386117 3.02948826567
15.1552 -13.523 35.0 253.370482482 -6.50170623233 2.97404417729
15.4886 -13.523 35.0 253.340115115 -6.24056392833 2.83247223023
15.822 -13.523 35.0 253.19927027 -6.19537011622 2.86165193854
16.1554 -13.523 35.0 253.382721722 -6.44154703854 3.03693811885
16.4889 -13.523 35.0 253.333373373 -6.4409813973 3.19140881101
16.8223 -13.523 35.0 253.421626627 -6.45877613922 3.29210236409
17.1557 -13.523 35.0 253.548994995 -6.6194150001 3.26761778193
17.4891 -13.523 35.0 253.469870871 -6.30743200124 3.16495228845
17.8225 -13.523 35.0 253.667094094 -6.09497548478 3.01259462117
18.1559 -13.523 35.0 253.698159159 -6.22100795506 2.93703655197
18.4893 -13.523 35.0 253.601114114 -6.32373526497 3.07917862977
18.8228 -13.523 35.0 253.708439439 -6.57419365696 3.2693486577
19.1562 -13.523 35.0 253.697978979 -6.82203685674 3.11571488865
19.4896 -13.523 35.0 253.69418018 -6.55388862919 2.98774822479
19.823 -13.523 35.0 253.898336336 -6.25104175455 2.76789744805
20.1564 -13.523 35.0 253.716419419 -6.13798171951 2.62791434837
20.4898 -13.523 35.0 253.813567568 -5.96925483467 2.76490734606
20.8232 -13.523 35.0 253.958977978 -6.20200495444 2.86672600541
21.1567 -13.523 35.0 253.734575576 -6.4015667013 3.12442533752
21.4901 -13.523 35.0 253.888552553 -6.44185725706 3.17204689149
21.8235 -13.523 35.0 253.876566567 -6.22152003646 3.06888097509
22.1569 -13.523 35.0 253.811048048 -5.99489772392 2.94690456585
22.4903 -13.523 35.0 254.040634635 -6.06640321174 2.95183254062
22.8237 -13.523 35.0 254.099854855 -5.99288775636 2.94985603393
23.1571 -13.523 35.0 254.193222222 -6.20197482833 3.02487012332
23.4906 -13.523 35.0 254.362152152 -6.40833175516 3.15476784579
23.824 -13.523 35.0 254.150378378 -6.58288451998 3.12189129487
24.1574 -13.523 35.0 254.190682683 -6.36458936122 3.03869389615
24.4908 -13.523 35.0 254.251254254 -6.08882536366 2.8038370034
24.8242 -13.523 35.0 254.267506507 -5.99935700591 2.61033677007
25.1576 -13.523 35.0 254.327127127 -5.98731567387 2.80185249489
25.491 -13.523 35.0 254.445405405 -6.25171178749 2.99520335281
25.8244 -13.523 35.0 254.442349349 -6.52379775335 3.09465378682
26.1579 -13.523 35.0 254.566241241 -6.46281936985 3.10498664655
26.4913 -13.523 35.0 254.398107107 -5.92733954745 3.0262832031
26.8247 -13.523 35.0 254.41961962 -5.4729859532 2.95010968378
27.1581 -13.523 35.0 254.434253253 -5.42262562081 2.87768972225
27.4915 -13.523 35.0 254.427792793 -5.49963946837 2.75785438749
27.8249 -13.523 35.0 254.560183183 -6.02649333924 2.94573089534
28.1583 -13.523 35.0 254.702127127 -6.2683741 3.08225026707
28.4918 -13.523 35.0 254.566736737 -6.21610048629 2.98978273153
28.8252 -13.523 35.0 254.775523524 -6.11967054254 2.8449366977
29.1586 -13.523 35.0 254.673916917 -5.82308311812 2.64945438358
29.492 -13.523 35.0 254.498122122 -5.3929637041 2.5822283129
29.8254 -13.523 35.0 254.620458458 -5.51002657419 2.5519720802
30.1588 -13.523 35.0 254.469876877 -5.80459028298 2.75341020634
30.4922 -13.523 35.0 254.626457457 -6.05573749179 3.00234545457
30.8257 -13.523 35.0 254.781381381 -6.22598455205 3.11471950441
31.1591 -13.523 35.0 254.767135135 -5.89345892733 2.93752747578
31.4925 -13.523 35.0 254.853742743 -5.46367561683 2.77233830448
31.8259 -13.523 35.0 254.801943944 -5.38961677618 2.79499706224
32.1593 -13.523 35.0 254.798423423 -5.4112579968 2.78218026777
32.4927 -13.523 35.0 254.985406406 -5.80741391761 2.86530909615
32.8261 -13.523 35.0 254.882481481 -6.04612468138 3.10466011872
33.1596 -13.523 35.0 254.930136136 -6.10959027337 3.15021070551
33.493 -13.523 35.0 255.113760761 -5.90439359409 2.95979680761
33.8264 -13.523 35.0 255.063376376 -5.61658044374 2.68686312742
34.1598 -13.523 35.0 255.134814815 -5.72076120749 2.60044147848
34.4932 -13.523 35.0 255.204696697 -5.73657088418 2.61725554955
34.8266 -13.523 35.0 255.104815816 -5.94234103539 2.72402493809
35.16 -13.523 35.0 255.249860861 -6.1106338287 2.90860715235
35.4934 -13.523 35.0 255.170998999 -6.07716881251 2.89312726034
35.8269 -13.523 35.0 255.237355355 -5.66801881438 2.83463247607
36.1603 -13.523 35.0 255.411386386 -5.4064699998 2.61865566845
36.4937 -13.523 35.0 255.249 -5.09934127768 2.56187454197
36.8271 -13.523 35.0 255.380864865 -5.24279862949 2.58580541015
37.1605 -13.523 35.0 255.464630631 -5.73154422853 2.67340557047
37.4939 -13.523 35.0 255.464647648 -6.08737817367 2.91985066197
37.8273 -13.523 35.0 255.552928929 -6.09975374985 3.08347305495
38.1608 -13.523 35.0 255.540495495 -5.66706925473 2.8459793171
38.4942 -13.523 35.0 255.536239239 -5.17392478694 2.54752893453
38.8276 -13.523 35.0 255.626751752 -5.06435855193 2.45882767558
39.161 -13.523 35.0 255.614861862 -5.35658956216 2.54056913373
39.4944 -13.523 35.0 255.648429429 -5.76677123874 2.82585518443
39.8278 -13.523 35.0 255.526185185 -5.99364613101 3.00806783853
40.1612 -13.523 35.0 255.504027027 -5.94800129993 2.88598761892
40.4947 -13.523 35.0 255.663848849 -5.61882668959 2.69671875931
40.8281 -13.523 35.0 255.778680681 -5.23490103974 2.55437959329
41.1615 -13.523 35.0 255.716244244 -5.05910402913 2.53294367267
41.4949 -13.523 35.0 255.771361361 -4.97153688467 2.69776208894
41.8283 -13.523 35.0 255.752614615 -5.24611494184 2.8708880716
42.1617 -13.523 35.0 255.832814815 -5.70260131514 2.95125008671
42.4951 -13.523 35.0 255.890847848 -5.90941484595 3.0512856006
42.8286 -13.523 35.0 255.775486486 -5.74568448068 2.89898175886
43.162 -13.523 35.0 255.922243243 -5.40509954685 2.67246199039
43.4954 -13.523 35.0 256.119940941 -5.12214465165 2.51998473871
43.8288 -13.523 35.0 256.260102102 -5.11318388729 2.47338442223
44.1622 -13.523 35.0 256.305269269 -5.50361536574 2.58182866095
44.4956 -13.523 35.0 256.110346346 -5.96010656026 2.77816668617
44.829 -13.523 35.0 256.151397397 -5.68315651071 2.74586681827
45.1624 -13.523 35.0 256.215760761 -5.34275706327 2.68715441772
45.4959 -13.523 35.0 256.155493493 -5.06353048639 2.44198373665
45.8293 -13.523 35.0 256.104137137 -5.0352230138 2.35841052419
46.1627 -13.523 35.0 256.256321321 -5.2960479731 2.61920551552
46.4961 -13.523 35.0 256.306498498 -5.60592494505 2.72180677087
46.8295 -13.523 35.0 256.256915916 -5.75260765425 2.82612815807
47.1629 -13.523 35.0 256.147425425 -5.49886607758 2.84523380491
47.4963 -13.523 35.0 256.235342342 -5.24725202192 2.66451196828
47.8298 -13.523 35.0 256.268723724 -4.96847942053 2.57236081281
48.1632 -13.523 35.0 256.292294294 -5.01410007432 2.3935208859
48.4966 -13.523 35.0 256.385314314 -5.06600680954 2.31612116706
-47.5266 -12.825 35.0 249.223169169 -5.11818483018 5.50095210921
-47.1932 -12.825 35.0 249.071365365 -5.34686703303 5.26105232137
-46.8598 -12.825 35.0 248.987329329 -5.0117623977 5.04976568218
-46.5263 -12.825 35.0 248.950027027 -4.90630884474 5.03440962744
-46.1929 -12.825 35.0 248.847129129 -5.18901364154 5.11420021668
-45.8595 -12.825 35.0 248.813134134 -5.31451206386 5.25536526086
-45.5261 -12.825 35.0 248.88976977 -5.24109627516 5.18816471109
-45.1927 -12.825 35.0 248.858216216 -5.34732092523 5.09001484154
-44.8593 -12.825 35.0 248.778610611 -5.33272341834 5.06369457397
-44.5259 -12.825 35.0 248.793840841 -5.3288827912 5.15988767966
-44.1924 -12.825 35.0 248.787164164 -5.46830708068 5.09068139479
-43.859 -12.825 35.0 248.774043043 -5.37500313637 5.041865997
-43.5256 -12.825 35.0 248.779534535 -5.35388485553 4.9736569255
-43.1922 -12.825 35.0 248.756209209 -5.38679585901 5.01022829262
-42.8588 -12.825 35.0 248.739814815 -5.662782396 5.10379737133
-42.5254 -12.825 35.0 248.796388388 -5.56362000641 4.96222806051
-42.192 -12.825 35.0 248.863693694 -5.31678089165 4.71544987019
-41.8586 -12.825 35.0 248.869126126 -5.20449032455 4.66173214315
-41.5251 -12.825 35.0 248.821319319 -5.0927086957 4.70952508025
-41.1917 -12.825 35.0 248.696116116 -5.23229206868 4.70863282573
-40.8583 -12.825 35.0 248.625971972 -5.37428380871 4.75969385302
-40.5249 -12.825 35.0 248.455188188 -5.40256988624 4.7413106034
-40.1915 -12.825 35.0 248.299024024 -5.38180478969 4.68417694224
-39.8581 -12.825 35.0 248.233377377 -5.40845626948 4.6302029734
-39.5247 -12.825 35.0 248.303284284 -5.77120588147 4.70712665275
-39.1912 -12.825 35.0 248.389374374 -6.08880754014 4.89552725783
-38.8578 -12.825 35.0 248.584392392 -6.27220539409 5.05430591457
-38.5244 -12.825 35.0 248.722482482 -6.31949636799 5.18677946037
-38.191 -12.825 35.0 248.747814815 -6.38514798903 5.08115513801
-37.8576 -12.825 35.0 248.716961962 -6.23895644356 4.98756164156
-37.5242 -12.825 35.0 248.684465465 -6.23966653513 4.7758683859
-37.1908 -12.825 35.0 248.572826827 -6.11793587157 4.74733798178
-36.8573 -12.825 35.0 248.596766767 -6.29868733173 4.87952135085
-36.5239 -12.825 35.0 248.624038038 -6.27200456518 4.88793292352
-36.1905 -12.825 35.0 248.711905906 -6.53036960561 4.82566595549
-35.8571 -12.825 35.0 248.768114114 -6.44981015425 4.78582974755
-35.5237 -12.825 35.0 248.70071972 -6.1626231689 4.71659728819
-35.1903 -12.825 35.0 248.596025025 -6.22165153453 4.65401459374
-34.8569 -12.825 35.0 248.700686687 -6.36154501825 4.51723881461
-34.5234 -12.825 35.0 248.870530531 -6.48417545906 4.62571701992
-34.19 -12.825 35.0 248.879137137 -6.52565065736 4.6626601024
-33.8566 -12.825 35.0 248.80385986 -6.61123687173 4.64497404317
-33.5232 -12.825 35.0 248.840225225 -6.49726378779 4.71974370914
-33.1898 -12.825 35.0 248.85628028 -6.4924744923 4.50587938646
-32.8564 -12.825 35.0 248.847308308 -6.24372176046 4.33979792815
-32.523 -12.825 35.0 248.945926927 -6.24453747838 4.31772024575
-32.1896 -12.825 35.0 248.98064965 -6.47581482567 4.39218575343
-31.8561 -12.825 35.0 248.98871972 -6.91045310851 4.50731224086
-31.5227 -12.825 35.0 249.031897898 -6.88765870651 4.50020812427
-31.1893 -12.825 35.0 248.980622623 -6.71563440691 4.5180184945
-30.8559 -12.825 35.0 248.979157157 -6.57556609076 4.51265128959
-30.5225 -12.825 35.0 249.109254254 -6.60048438999 4.38264011722
-30.1891 -12.825 35.0 249.106774775 -6.71025549378 4.31753349595
-29.8557 -12.825 35.0 249.078710711 -6.8904711014 4.48106850584
-29.5222 -12.825 35.0 249.190367367 -7.09032895034 4.55402650651
-29.1888 -12.825 35.0 249.189820821 -6.97809715285 4.55542128158
-28.8554 -12.825 35.0 249.149858859 -6.78969912107 4.48100244489
-28.522 -12.825 35.0 249.159870871 -6.68575384264 4.36053923774
-28.1886 -12.825 35.0 249.233517518 -6.74428423797 4.30431180921
-27.8552 -12.825 35.0 249.215731732 -6.92851122723 4.2473867466
-27.5218 -12.825 35.0 249.35247047 -6.87464091411 4.24175032198
-27.1883 -12.825 35.0 249.503476476 -7.04934658478 4.26008473457
-26.8549 -12.825 35.0 249.477334334 -7.11047927548 4.30745853904
-26.5215 -12.825 35.0 249.477498498 -7.14246104995 4.33385005536
-26.1881 -12.825 35.0 249.615581582 -6.93274324368 4.25625851028
-25.8547 -12.825 35.0 249.637855856 -6.81026417177 4.16802891038
-25.5213 -12.825 35.0 249.683756757 -6.98580637688 4.11657590937
-25.1879 -12.825 35.0 249.687399399 -7.25780007348 4.17799557162
-24.8544 -12.825 35.0 249.76761962 -7.41345021931 4.29325894249
-24.521 -12.825 35.0 249.732800801 -7.3655803834 4.24776380555
-24.1876 -12.825 35.0 249.78802002 -7.20653099118 4.13743942444
-23.8542 -12.825 35.0 249.864285285 -7.20619170921 4.16649499269
-23.5208 -12.825 35.0 249.801362362 -7.13961640661 3.99711857466
-23.1874 -12.825 35.0 249.876827828 -7.23839336245 4.03070862843
-22.854 -12.825 35.0 249.90339039 -7.29517311642 4.11615342858
-22.5206 -12.825 35.0 249.932193193 -7.36258557133 4.18513243791
-22.1871 -12.825 35.0 249.983083083 -7.51195926386 4.23327580901
-21.8537 -12.825 35.0 250.012334334 -7.54908762553 4.126466596
-21.5203 -12.825 35.0 250.082566567 -7.18246988398 4.10840555606
-21.1869 -12.825 35.0 250.187379379 -6.9796246646 3.98967552662
-20.8535 -12.825 35.0 250.28649049 -7.15503749886 3.8313519048
-20.5201 -12.825 35.0 250.283415415 -7.34353456416 3.95550810381
-20.1867 -12.825 35.0 250.342177177 -7.59212440741 4.08341013741
-19.8532 -12.825 35.0 250.304452452 -7.69626953307 4.10056120811
-19.5198 -12.825 35.0 250.236099099 -7.35848185776 3.95897182723
-19.1864 -12.825 35.0 250.26313013 -7.22241882372 3.87650642452
-18.853 -12.825 35.0 250.302595596 -7.05463925876 3.80834761284
-18.5196 -12.825 35.0 250.403601602 -7.27884129996 3.77903534121
-18.1862 -12.825 35.0 250.334832833 -7.39879094214 3.8574773059
-17.8528 -12.825 35.0 250.326366366 -7.58521753359 3.95896696611
-17.5193 -12.825 35.0 250.420808809 -7.47665208228 3.88391757147
-17.1859 -12.825 35.0 250.550104104 -7.39507344084 3.89789353365
-16.8525 -12.825 35.0 250.666013013 -7.11588697227 3.90204453934
-16.5191 -12.825 35.0 250.598597598 -6.94693204775 3.70485785245
-16.1857 -12.825 35.0 250.503239239 -7.14811995786 3.75299472543
-15.8523 -12.825 35.0 250.584029029 -7.49554088306 3.93365289631
-15.5189 -12.825 35.0 250.799740741 -7.71816667137 3.99746145556
-15.1854 -12.825 35.0 250.797792793 -7.67604367738 3.87305526687
-14.852 -12.825 35.0 250.785654655 -7.42067478901 3.78204138949
-14.5186 -12.825 35.0 250.8344004 -7.15336927037 3.69740532482
-14.1852 -12.825 35.0 250.825617618 -6.99758546435 3.68861696837
-13.8518 -12.825 35.0 250.942767768 -7.17229519069 3.65299359332
-13.5184 -12.825 35.0 250.803732733 -7.23623411835 3.85518264785
-13.185 -12.825 35.0 250.868535536 -7.4547158043 3.83417043589
-12.8516 -12.825 35.0 251.118102102 -7.50371281623 3.812478356
-12.5181 -12.825 35.0 251.082941942 -7.44424963333 3.80168793378
-12.1847 -12.825 35.0 251.120996997 -7.19479320691 3.6044248653
-11.8513 -12.825 35.0 251.054964965 -7.04498539291 3.57235104076
-11.5179 -12.825 35.0 251.10592993 -7.12688779119 3.47162697528
-11.1845 -12.825 35.0 251.285716717 -7.39831486807 3.49580067228
-10.8511 -12.825 35.0 251.299495495 -7.62731795664 3.63799955933
-10.5177 -12.825 35.0 251.296087087 -7.51270569802 3.75491709158
-10.1842 -12.825 35.0 251.341231231 -7.41821695284 3.7335535215
-9.85083 -12.825 35.0 251.383418418 -7.27320122339 3.63042214484
-9.51741 -12.825 35.0 251.419442442 -7.1501816033 3.52638542413
-9.184 -12.825 35.0 251.409418418 -7.09206898108 3.56113481011
-8.85059 -12.825 35.0 251.391798799 -7.54108008479 3.73613896102
-8.51717 -12.825 35.0 251.543472472 -7.29274364655 3.67400193634
-8.18376 -12.825 35.0 251.527039039 -7.28451096718 3.61462916727
-7.85034 -12.825 35.0 251.508800801 -7.30065341942 3.48503798779
-7.51693 -12.825 35.0 251.569314314 -7.02151248618 3.3355621916
-7.18352 -12.825 35.0 251.499461461 -7.00102851366 3.35763804385
-6.8501 -12.825 35.0 251.547827828 -7.13252313013 3.36637212039
-6.51669 -12.825 35.0 251.70776977 -7.2164838892 3.42911214635
-6.18328 -12.825 35.0 251.774079079 -7.45320638419 3.54549049686
-5.84986 -12.825 35.0 251.762628629 -7.39619716357 3.5088313045
-5.51645 -12.825 35.0 251.809438438 -6.93816258378 3.31275185243
-5.18303 -12.825 35.0 251.821408408 -6.75976725666 3.24004333313
-4.84962 -12.825 35.0 251.941895896 -7.08948412292 3.21879374978
-4.51621 -12.825 35.0 251.883905906 -7.30440536166 3.32787423123
-4.18279 -12.825 35.0 251.931981982 -7.46745333754 3.59822952102
-3.84938 -12.825 35.0 251.858914915 -7.5483458978 3.59392707807
-3.51597 -12.825 35.0 251.904897898 -7.58637615973 3.52543384135
-3.18255 -12.825 35.0 252.058546547 -7.19744388195 3.30297546508
-2.84914 -12.825 35.0 251.966434434 -6.88972942505 3.21983435384
-2.51572 -12.825 35.0 251.947091091 -6.91527011325 3.16818420651
-2.18231 -12.825 35.0 252.051487487 -7.05922005993 3.2638865584
-1.8489 -12.825 35.0 252.082691692 -7.22126388295 3.34464236977
-1.51548 -12.825 35.0 252.235722723 -7.50662444214 3.42086734757
-1.18207 -12.825 35.0 252.334824825 -7.60206800692 3.3498014813
-0.848655 -12.825 35.0 252.204372372 -7.12493205786 3.27182179601
-0.515241 -12.825 35.0 252.224572573 -6.89297563343 3.11118954353
-0.181828 -12.825 35.0 252.261021021 -7.0123858736 3.12686026496
0.151586 -12.825 35.0 252.271986987 -7.03607593799 3.22798917718
0.485 -12.825 35.0 252.224 -7.1439351791 3.43413516094
0.818414 -12.825 35.0 252.299954955 -7.34757832753 3.53986214585
1.15183 -12.825 35.0 252.571393393 -7.049082937 3.38571940565
1.48524 -12.825 35.0 252.510023023 -6.88090239269 3.21998984579
1.81866 -12.825 35.0 252.526139139 -6.7329833959 3.08960508571
2.15207 -12.825 35.0 252.587524525 -6.7667209044 3.15045944785
2.48548 -12.825 35.0 252.497259259 -6.85014161351 3.2313400538
2.8189 -12.825 35.0 252.491302302 -7.02943724137 3.3517454942
3.15231 -12.825 35.0 252.650103103 -7.40529451451 3.40519334427
3.48572 -12.825 35.0 252.681606607 -7.4748508416 3.27375228529
3.81914 -12.825 35.0 252.804392392 -6.9282756416 3.10560130071
4.15255 -12.825 35.0 252.749708709 -6.79463271023 2.94027282274
4.48597 -12.825 35.0 252.724635636 -6.99786798178 2.89788811251
4.81938 -12.825 35.0 252.830418418 -7.16510025596 3.03198281293
5.15279 -12.825 35.0 252.832269269 -7.27933949129 3.17505118818
5.48621 -12.825 35.0 252.915297297 -7.53786675075 3.29055133963
5.81962 -12.825 35.0 252.926251251 -7.19377911366 3.24198828318
6.15303 -12.825 35.0 252.908278278 -6.69101215506 3.00069596512
6.48645 -12.825 35.0 252.979048048 -6.35813688368 2.93515775489
6.81986 -12.825 35.0 252.915653654 -6.39843856997 2.93580224946
7.15328 -12.825 35.0 252.995904905 -6.68496086547 3.09087281934
7.48669 -12.825 35.0 253.166421421 -6.91266374024 3.23850786252
7.8201 -12.825 35.0 253.19843043 -7.11296271111 3.22387105195
8.15352 -12.825 35.0 253.162741742 -7.12626825435 3.26523914645
8.48693 -12.825 35.0 253.219895896 -6.93824529161 3.06195745914
8.82034 -12.825 35.0 253.242947948 -6.89039624796 2.81007833343
9.15376 -12.825 35.0 253.309775776 -6.86180110841 2.79884749118
9.48717 -12.825 35.0 253.259648649 -7.11867238151 3.04431156075
9.82059 -12.825 35.0 253.305413413 -7.52440154094 3.25986914862
10.154 -12.825 35.0 253.400257257 -7.48588207167 3.27799256214
10.4874 -12.825 35.0 253.327376376 -7.25362737964 3.13911815275
10.8208 -12.825 35.0 253.495185185 -6.84444969259 2.8929521028
11.1542 -12.825 35.0 253.653 -6.5687790956 2.81713012713
11.4877 -12.825 35.0 253.522443443 -6.59284228128 2.80964049448
11.8211 -12.825 35.0 253.550255255 -6.68624603293 2.93781085463
12.1545 -12.825 35.0 253.36967968 -6.98104556799 3.15091099722
12.4879 -12.825 35.0 253.613069069 -7.14209789119 3.25128142112
12.8213 -12.825 35.0 253.768753754 -7.06513233844 3.15002048203
13.1547 -12.825 35.0 253.544732733 -6.64368832812 2.97968059802
13.4881 -12.825 35.0 253.698147147 -6.6118825592 2.83391485966
13.8216 -12.825 35.0 253.797813814 -6.7239264836 2.77890172012
14.155 -12.825 35.0 253.758201201 -6.76674944368 2.84825660651
14.4884 -12.825 35.0 253.813643644 -6.9625735484 2.94025016025
14.8218 -12.825 35.0 253.833597598 -7.1382625042 2.96627579239
15.1552 -12.825 35.0 253.880810811 -6.94812026356 3.00697680449
15.4886 -12.825 35.0 253.913668669 -6.55665866174 2.78081776644
15.822 -12.825 35.0 253.809283283 -6.39826986488 2.70915983271
16.1554 -12.825 35.0 254.06685986 -6.32131017072 2.64832107127
16.4889 -12.825 35.0 254.02652953 -6.50676780301 2.77162776815
16.8223 -12.825 35.0 253.978557558 -6.89727202462 2.9809054506
17.1557 -12.825 35.0 254.188171171 -7.02565111395 3.13722869638
17.4891 -12.825 35.0 254.147487487 -6.57489136567 2.96440409409
17.8225 -12.825 35.0 254.232288288 -6.29826075926 2.84015485105
18.1559 -12.825 35.0 254.221971972 -6.15630338088 2.76363390931
18.4893 -12.825 35.0 254.224820821 -6.22098100551 2.69764485623
18.8228 -12.825 35.0 254.467388388 -6.47009248188 2.84691456466
19.1562 -12.825 35.0 254.460778779 -6.92956248497 2.74824673534
19.4896 -12.825 35.0 254.393346346 -6.85552382366 2.83428808689
19.823 -12.825 35.0 254.489078078 -6.77675692513 2.78134695125
20.1564 -12.825 35.0 254.2993003 -6.48451246096 2.64777952503
20.4898 -12.825 35.0 254.374750751 -6.51974089469 2.57721158298
20.8232 -12.825 35.0 254.415449449 -6.34708868028 2.60613847898
21.1567 -12.825 35.0 254.30248048 -6.6686869962 2.67293529464
21.4901 -12.825 35.0 254.593691692 -6.77510796105 2.90830299267
21.8235 -12.825 35.0 254.464847848 -6.54802374224 2.99350732322
22.1569 -12.825 35.0 254.432973974 -6.25664315061 2.87128825325
22.4903 -12.825 35.0 254.646708709 -6.15417933672 2.69020427992
22.8237 -12.825 35.0 254.620018018 -6.04548207548 2.73670712953
23.1571 -12.825 35.0 254.7231001 -6.20976766955 2.80018410116
23.4906 -12.825 35.0 254.725848849 -6.57779151298 2.86078346668
23.824 -12.825 35.0 254.692085085 -6.87306645479 3.01265065295
24.1574 -12.825 35.0 254.86571972 -6.95584942029 2.91129158953
24.4908 -12.825 35.0 254.790967968 -6.61682737578 2.66132135538
24.8242 -12.825 35.0 254.770327327 -6.20057408826 2.50178888298
25.1576 -12.825 35.0 254.883655656 -6.0772303989 2.50359026927
25.491 -12.825 35.0 254.893863864 -6.06501628269 2.54640549392
25.8244 -12.825 35.0 254.979408408 -6.49415925892 2.66746271204
26.1579 -12.825 35.0 255.033448448 -6.75093462099 2.8914594029
26.4913 -12.825 35.0 254.869540541 -6.45661514535 2.95140938233
26.8247 -12.825 35.0 255.046996997 -6.10091223403 2.79954436862
27.1581 -12.825 35.0 255.071762763 -5.68053154975 2.52188908889
27.4915 -12.825 35.0 255.077870871 -5.73842363565 2.49137559504
27.8249 -12.825 35.0 255.230141141 -6.05230072472 2.53371617518
28.1583 -12.825 35.0 255.189227227 -6.1635905986 2.64976777397
28.4918 -12.825 35.0 255.199335335 -6.40747999183 2.80099334494
28.8252 -12.825 35.0 255.282498498 -6.66485321372 2.76758858108
29.1586 -12.825 35.0 255.163816817 -6.30469239199 2.64378216056
29.492 -12.825 35.0 255.153704705 -5.66468711672 2.54855343754
29.8254 -12.825 35.0 255.04408008 -5.36376047157 2.31181191101
30.1588 -12.825 35.0 254.9802002 -5.67770095986 2.45850082472
30.4922 -12.825 35.0 255.164184184 -6.12260827978 2.64619391222
30.8257 -12.825 35.0 255.162494494 -6.30505407622 2.76352289472
31.1591 -12.825 35.0 255.403768769 -6.28059223524 2.7639504024
